Catalogue ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMID
107325,WIM0067103,"UNION COUPLING- FOR INDOOR USE, IP54- MATERIAL: GAVANIZED STEEL- THREAD : ISO METRIC- MALE  x FEMALEM40 (1-1/2"") -  (HE-1505-0005)",O0022705,2
107326,WIM0067104,OCTAGON BOX-COMPETE WITH ACCESSORIES AND COVER - 92 x 92 x 54D (FOR LIGHTING) -  (HE-1525-0003),O0022706,8
107327,WIM0067105,FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ Ø30mm (JHS225-XX-30)   -  (HE-1550-0025),O0022707,2
107328,WIM0067106,FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ Ø40mm (JHS225-XX-38) (HE-1550-0026),O0022708,2
107329,WIM0067107,FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ Ø25mm (JHS225-XX-25) =>  (HE-1550-0024),O0022709,2
107330,WIM0067108,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR Ø20mm (JHS225-XX-20)  -  (HE-1550-0023)",O0022710,2
107331,WIM0067109,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLARØ60mm (JHS225-XX-60)  -  (HE-1550-0028)",O0022711,2
107332,WIM0067110,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLARØ50mm (JHS225-XX-50 -  (HE-1550-0027)",O0022712,2
107333,WIM0067111,"CABLE CLEAT- MATERIAL : STAINLESS STEEL- RESISTANT TO ABRASION, WEATHERING, CORROSION AND TEMPERATURE EXTREMES AND HALOGEN LSF- PAD- TREFOIL FORMATION- CABLE TYPE : XLPE/SCREENED/AWA/PVCCABLE OVERALL DIA/ APPROX 59mm -  (HE-1550-0031)",O0022713,2
107334,WIM0067112,Enclosure & Reader Interface Module Корпус & Mодуля интерфейса считывателя -  (HQ-1330-0126),O0022714,8
107335,WIM0067113,25W Weather Proof Loud Speaker Set -  (HE-1595-0027),O0022715,8
107336,WIM0067114,"70-120-55-SWITCH BOX / RA100,RTS151KEY BACK BOX -  (HE-1325-0002)",O0022716,2
107337,WIM0067115,LOCAL JUNCTION Box (20P) for PAGA System -  (HE-1595-0041),O0022717,8
107338,WIM0067116,"CONDUIT ELBOW- LR TYPE - MATERIAL : HOT DIP GALVANIZED - WEATHER PROOF TYPE (IP55)3/4""       -  (HE-1505-0096)",O0022718,2
107339,WIM0067117,"CONDUIT ELBOW- LR TYPE - MATERIAL : HOT DIP GALVANIZED - WEATHER PROOF TYPE (IP55)1"" -  (HE-1505-0097)",O0022719,2
107340,WIM0067118,"CONDUIT ELBOW- LL TYPE - MATERIAL : HOT DIP GALVANIZED - WEATHER PROOF TYPE (IP55)3/4""       -  (HE-1505-0098)",O0022720,2
107341,WIM0067119,"GALVANIZED STEEL FLEXIBLE CORRUGATED CONDUIT CONNECTOR- MATERIAL : ELECTRIC GALVANIZED- Thread : NPTM25 (1"")  -  (HE-1505-0025)",O0022721,2
107342,WIM0067120,"ADAPTER- MATERIAL : GALVAINZED STEEL- FOR CONNECTION OF PVC CONDUIT AND STEEL BOX 3/4"" - 1""  (MALE - FEMALE) -  (HE-1505-0027)",O0022722,2
107343,WIM0067121,Hanger A-type Подвес тип А (for Lighting / для светильников) 110W x 50H -  (HE-1501-0108),O0022723,2
107344,WIM0067122,"Coupler, 2 nuts electrogalvanized Соединитель, 2 гайки (M8 ) -  (HE-1501-0110)",O0022724,2
107345,WIM0067123,"WARNING TAPE- YELLOW PVC TAPE 150MM WIDE, BLACK LETTERING 'CAUTION BURIED ELECTRICAL CABLE'- TAPE DESCRIPTION WITH ENGLISH & RUSSIAN -  (HE-1550-0077)",O0022725,12
107346,WIM0067124,"LOCKNUT- MATERIAL : GALVAINZED STEEL- THREAD : NPT  THREAD M25 (1"") -  (HE-1505-0007)",O0022726,2
107347,WIM0067125,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE 4""  -  (HE-1550-0090)",O0022727,2
107348,WIM0067126,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING - ONE HOLE TYPE 2-1/2""  -  (HE-1550-0088)",O0022728,2
107349,WIM0067127,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE 3""  -  (HE-1550-0089)",O0022729,2
107350,WIM0067128,BEAM CLAMP FOR THREAD RODM12 -  (HE-1550-0061),O0022730,2
107351,WIM0067129,Светильник KE218LEDM -  (HE-1565-0021),O0022731,2
107352,WIM0067130,"Светильник 1X8W, 1PH, 230V, 50HZ (escape type, note : EMERGENCY EXIT), (Indoor used) (L-14C) -  (HE-1565-0020)",O0022732,2
107353,WIM0067131,"WP IP55 Type 16A, 2P+E, 200Vac-250VacРозетка WP IP55 Type 16A, 2P+E, 200 В переменного тока -250 В переменного тока (PLUG) -  (HE-1595-0011)",O0022733,2
107354,WIM0067132,ZP-XP 6mm2 2m25 (TE) коробка ввода питания -  (HE-1530-0108),O0022734,2
107355,WIM0067133,Power and End Termination Kit/ PETK-2 -  (HE-1440-0005),O0022735,2
107356,WIM0067134,Label Caution Tracing -  (HE-1440-0007),O0022736,2
107357,WIM0067135,25W Weather Proof Loud Speaker Set -  (HE-1330-0334),O0022737,2
107358,WIM0067136,Local Control Station - GHG4442441R0082 -  (HE-1540-0020),O0022738,2
107359,WIM0067137,Local Control Station - GHG4482441R0027 -  (HE-1540-0021),O0022739,2
107360,WIM0067138,Sunshade Cover for GHG448 - CHR3252 -  (HE-1540-0026),O0022740,2
107361,WIM0067139,6kV TERMINATION KITS (FOR SWGR)3/C - 185 Sqmm / PPET-0212 -  (HE-1420-0032),O0022741,2
107362,WIM0067140,Bracket SS304 1.5T П-образный кронштейн из нержавеющей стали SS304 1.5T -  (HE-1550-0110),O0022742,2
107363,WIM0067141,"PLASTIC ANCHOR RAWL PLUGS (FD10) 3,5-5mm -  (HE-1550-0718-1)",O0022743,2
107364,WIM0067142,FIXING SCREW FOR WALL TYPE MOULD- FOR CONCRETE WALLM6 x 50L -  (HE-1550-0718),O0022744,2
107365,WIM0067143,"LOCKNUT- MATERIAL : GALVAINZED STEEL- THREAD : NPT  THREADM20 (3/4"") -  (HE-1550-0740)",O0022745,2
107366,WIM0067144,CABLE ROUTE MARKER- DESCRIPTION WITH ENGLISH & RUSSIAN- DIRECTION PLATE : BRASS PLATE ON TOP OF CONCRETE FOUNDATION IN PAVED AREA. -  (HE-1550-0799),O0022746,2
107367,WIM0067145,CABLE SIGN POSTBRASS PLATE (300X100X4)'RIGHT LEFT WAY -  (HE-1550-0801),O0022747,2
107368,WIM0067146,BRASS ROUNDHEAD WOOD SCREW (M4X25) -  (HE-1550-0803),O0022748,2
107369,WIM0067147,PLASTIC ANCHOR RAWL PLUGS (M6) -  (HE-1550-0804),O0022749,2
107370,WIM0067148,"UNION COUPLING- FOR INDOOR USE, IP54- MATERIAL : GALVANIZED STEEL- THREAD : ISO METRIC- MALE  x FEMALEM32 -  (HE-1550-0508)",O0022750,2
107371,WIM0067149,"CONDUIT COUPLING3/4"" -  (HE-1550-0510)",O0022751,2
107372,WIM0067150,"CONDUIT BUSHING- MATERIAL : CAST IRON- THREAD : NPT  THREAD- WITH GROUNDING LUG (4 sqmm)3/4"" -  (HE-1505-0151)",O0022752,2
107373,WIM0067151,splice Kit ZS/ZE-XP Terminator Kit -  (HE-1440-0238),O0022753,2
107374,WIM0067152,splice Kit ZS/ZE-XP Terminator Kit -  (HE-1440-0247),O0022754,2
107375,WIM0067153,"Cable Gland, E1FW-DNEX-20d(S) -  (HE-1450-0254)",O0022755,2
107376,WIM0067154,"Cable Gland Shroud E1FW-DNEX-20d(S)_Long Thread(35mm), DASD-A20b -  (HE-1450-0254-1)",O0022756,2
107377,WIM0067155,"Reducer, NPT3/4""(M) X M20(F) -  (HE-1450-0255)",O0022757,2
107378,WIM0067156,25AT Local Switch -  (HE-1520-0211),O0022758,2
107379,WIM0067157,9 Entry Junction Box -  (HE-1520-0212),O0022759,2
107380,WIM0067158,"CABLE TIE- MATERIAL : PLASTIC TYPE, BLACK COLOR- SUNLIGHT RESISTANT & WITHSTAND HIGH TEMPERATURE     SIZE: (W3.5mm x L150mm.) -> (W3.6mm x L148mm.), 1bag = 1000ea -  (HE-1550-0125)",O0022760,8
107381,WIM0067159,"GALVANIZED STEEL FLEXIBLE CORRUGATED CONDUIT - MATERIAL : ELECTRIC GALVANIZEDM20 (3/4"") 50m -  (HE-1505-0013)",O0022761,18
107382,WIM0067160,TERMINATOR ZT-C-190-P-XP с хомутами заземления -  (HE-1530-0109),O0022762,2
107383,WIM0067161,TERMINATOR ZT-C-300-MI-WP c/w EARTHTAG M25 WITH EARTHWIRE -  (HE-1530-0138),O0022763,2
107384,WIM0067162,25AT Local Switch -  (HE-1520-0187),O0022764,2
107385,WIM0067163,Terminator ZP-XP 6mm2 with earth tag -  (HE-1440-0033),O0022765,2
107386,WIM0067164,"1) 230V, 50Hz, 1 GANG, 1 WAY, IP55 (L-18A)1) Выключатель 230 В, 50 Гц, 1-модульный, 1-позиционный, IP55 (L-18A) -  (HE-1595-0006)",O0022766,2
107387,WIM0067165,Power Connection Kit ZP-XP w / Earth Tag -  (HE-1440-0478),O0022767,2
107388,WIM0067166,Светильник SAC 420 (2X2) MM EB 1-10V DIMMING -  (HE-1560-0275),O0022768,2
107389,WIM0067167,"Cable Gland Shroud,E1FW-DNEX-20d(S) -  (HE-1450-0028)",O0022769,2
107390,WIM0067168,"Stainless Steel band 4"" for Mount Kit B-4 Banding -  (HE-1440-0055)",O0022770,2
107391,WIM0067169,T Splice Connection Termination Kit  PETK-2 Kit -  (HE-1530-0263),O0022771,2
107392,WIM0067170,Indoor Terminal Box (20P) for PAGA System -  (HE-1595-0040),O0022772,8
107393,WIM0067171,"Reducer, NPT22(M) X M20(F) -  (HE-1550-0740)",O0022773,2
107394,WIM0067172,"GALVANIZED STEEL FLEXIBLE CORRUGATED CONDUIT CONNECTOR- MALE TYPE - MATERIAL : ELECTRIC GALVANIZED- Weather Proof- Thread : METRICM40 (for  1-1/4"" flexible conduit) -  (HE-1550-0737)",O0022774,2
107395,WIM0067173,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- WITH BOLT & NUT- ONE HOLE TYPE3/4""  -  (HE-1550-0705)",O0022775,2
107396,WIM0067174,Светильник SAC 240/W (1X4) MOL EB -  (HE-1560-0269),O0022776,2
107397,WIM0067175,Светильник SAC 240/W (1X4) MOL EB EML -  (HE-1560-0270),O0022777,2
107398,WIM0067176,FEB236BUSA Exde IIC T4 2x36Watts Fluorescent fixture with 3xM20 entry -  (HE-1560-0318),O0022778,2
107399,WIM0067177,"GROUNDING BUS BAR- TINNED COPPER BAR, 50mm x 6mm THK.- 2-HOLE TO BE 14mm DIA. FOR INSTALLATION6-HOLE (500x50x6t) (HE-1530-0057)",O0022779,8
107400,WIM0067178,"Светиьник Ceiling mounted type-Battery backup (30min), (Indoor used)  (HE-1565-0065)",O0022780,2
107401,WIM0067179,"GALVANIZED STEEL FLEXIBLE CORRUGATED CONDUIT CONNECTOR- MALE TYPE - MATERIAL : ELECTRIC GALVANIZEDM20 (3/4"")  -  (HE-1505-0001)",O0022781,2
107402,WIM0067180,COUPLING (for THREAD ROD )M12 -  (HE-1550-0091),O0022782,2
107403,WIM0067181,CABLE CONNECTORCOMPRESSION TYPE- MATERIAL : COPPER120  Sqmm - 120 Sqmm -  (HE-1530-0063),O0022783,2
107404,WIM0067182,CABLE CONNECTORCOMPRESSION TYPE- MATERIAL : COPPER120  Sqmm - 16 Sqmm -  (HE-1530-0066),O0022784,2
107405,WIM0067183,CABLE CONNECTORCOMPRESSION TYPE- MATERIAL : COPPER240  Sqmm - 16 Sqmm -  (HE-1530-0161),O0022785,2
107406,WIM0067184,CABLE CONNECTORCOMPRESSION TYPE- MATERIAL : COPPER240  Sqmm - 25 Sqmm -  (HE-1530-0160),O0022786,2
107407,WIM0067185,"UNION COUPLING- FOR INDOOR USE, IP54- MATERIAL: GAVANIZED STEEL- THREAD : ISO METRIC- MALE  x FEMALEM25 (1"") -  (HE-1505-0003)",O0022787,2
107408,WIM0067186,LOCKNUT- MATERIAL : GALVAINZED STEEL- THREAD : NPT  THREADM20  -  (1111-1111),O0022788,2
107409,WIM0067187,LOCKNUT NPT 22  -  (2222),O0022789,2
107410,WIM0067188,"600/1000V TERMINAL LUGTWO HOLE TYPE - MATERIAL : ELECTROLYTIC COPPER, TIN PLATED. 185 sqmm (Hole Size : M12) (HE-1420-0078)",O0022790,2
107411,WIM0067189,RJ-45 Connector -  (HE-1420-0108),O0022791,2
107412,WIM0067190,FIXING SCREWM4 x 100MM -  (HE-1550-0116),O0022792,2
107413,WIM0067191,FIXING SCREWM4 x 50MM -  (HE-1550-0115),O0022793,2
107414,WIM0067192,THREAD ROD WITH TWO(2) COUPLING      (COUPLING M8) - MATERIAL : ELECTRO GALVANIZED  M8 -  (HE-1550-0100),O0022794,2
107415,WIM0067193,THREAD ROD WITH TWO(2) COUPLING    (COUPLING M12) - MATERIAL : ELECTRO GALVANIZEDM12 -  (HE-1550-0042),O0022795,2
107416,WIM0067194,"U-BOLT - WITH TWO (4) NUTS, FLAT WASHER, SPRING WASHER- HOT DIP GALVANIZED-FOR CONDUIT1-1/4""  -  (HE-1550-0094)",O0022796,8
107417,WIM0067195,"SET ANCHOR (for CONDUIT SADDLE)5/8"" x 100L (for 4"") -  (HE-1505-0024)",O0022797,2
107418,WIM0067196,CONCRETE EXPANSION ANCHOR BOLTM12 x 100L -  (HE-1550-0046),O0022798,2
107419,WIM0067197,"U-BOLT -FOR CONDUIT3""  -  (HE-1550-0097)",O0022799,2
107420,WIM0067198,"U-BOLT - HOT DIP GALVANIZED-FOR CONDUIT4""  -  (HE-1550-0099)",O0022800,2
107421,WIM0067199,"U-BOLT - HOT DIP GALVANIZED-FOR CONDUIT2""  -  (HE-1550-0095)",O0022801,2
107422,WIM0067200,"U-BOLT - HOT DIP GALVANIZED-FOR CONDUIT2-1/2""  -  (HE-1550-0096)",O0022802,2
107423,WIM0067201,"U-BOLT - HOT DIP GALVANIZED-FOR CONDUIT3/4""  -  (HE-1550-0098)",O0022803,2
107424,WIM0067202,"Caution Label (English), 25e/per pkg Label Caution Tracing -  (HE-1440-0023)",O0022804,8
107425,WIM0067203,"CONDUIT ELBOW - WEATHER PROOF TYPE (IP55) 1""  (HE-1505-0099)",O0022805,2
107426,WIM0067204,"FLEXIBLE CONDUIT - 1000mm M20 (3/4"")  (HE-1505-0092)",O0022806,2
107427,WIM0067205,"UNION COUPLING- EXPLOSION PROOF TYPE(ZONE 2, IIA & IIB, T3, IP55)- MALE  x FEMALE M20 (3/4"") (HE-1505-0095)",O0022807,2
107428,WIM0067206,"CONDUIT COUPLING1"" -  (HE-1505-0112)",O0022808,2
107429,WIM0067207,"CONDUIT COUPLING1-1/2"" -  (HE-1505-0103)",O0022809,2
107430,WIM0067208,"CONDUIT COUPLING1-1/4"" -  (HE-1505-0102)",O0022810,2
107431,WIM0067209,"CONDUIT COUPLING3"" -  (HE-1505-0106)",O0022811,2
107432,WIM0067210,BEAM CLAMP FOR THREAD RODM8 -  (HE-1550-0084),O0022812,2
107433,WIM0067211,NUT WASHER M8 FOR BEAM CLAM -  (HE-1550-0084-1),O0022813,8
107434,WIM0067212,"CONDUIT COUPLING2-1/2"" -  (HE-1505-0105)",O0022814,2
107435,WIM0067213,"CONDUIT COUPLING5"" -  (HE-1505-0113)",O0022815,2
107436,WIM0067214,"CONDUIT COUPLING3/4""       -  (HE-1505-0111)",O0022816,2
107437,WIM0067215,FIXING SCREW FOR WALL TYPE MOULD- FOR CONCRETE or BRICK WALLM4 x 50L -> M5 x 45L -  (HE-1550-0141),O0022817,2
107438,WIM0067216,"CONDUIT COUPLING 2""  -  (HE-1505-0118)",O0022818,2
107439,WIM0067217,IP-based Public Address Amplifier 2x300W -  (HE-1330-0309),O0022819,2
107440,WIM0067218,Outlet (4 Port) >  4 Port Faceplate> Cat.6a UTP Outlet Module -  (HE-1330-0316),O0022820,2
107441,WIM0067219,MINI -COM TX6 10GIG JACK MODULE  -  (HE-1330-0316-1),O0022821,2
107442,WIM0067220,"Weather Proof Loud Speaker, 25W -  (HE-1330-0306)",O0022822,2
107443,WIM0067221,"WebSmart switch 8 port 10/100/1000T, + 2 SFP Combo ports -  (HE-1330-0318)",O0022823,2
107444,WIM0067222,Short Range Card Reader -  (HE-1330-0310),O0022824,2
107445,WIM0067223,Exit Push Button -  (HE-1330-0314),O0022825,2
107446,WIM0067224,Cable Gland Adaptor ((M)M50 to M63(F)) -  (HE-1595-0054),O0022826,2
107447,WIM0067225,Aux. Relay/ Вспом. реле -  (HE-1575-0006),O0022827,2
107448,WIM0067226,Sunshade Cover for GHG432 - CHR3250 -  (HE-1540-0008),O0022828,2
107449,WIM0067227,"Cable Gland,E2FX-DNLEX-25a(S) -  (HE-1450-0023)",O0022829,2
107450,WIM0067228,"Cable Gland, E1FW-DNEX-75a -  (HE-1450-0018)",O0022830,2
107451,WIM0067229,EARTHTAG M25 WITH EARTHWIRE ( хомут ) -  (HE-1530-0110),O0022831,2
107452,WIM0067230,Adaptor PF16(Male) x M20(Female) -  (HE-1595-0068),O0022832,2
107453,WIM0067231,Digital line card -  (HE-1330-0337),O0022833,2
107454,WIM0067232,"Cable Gland, A2F-S-40 -  (HE-1450-0197)",O0022834,2
107455,WIM0067233,"Cable Gland, A2FRC-32a-MF-M32 -  (HE-1450-0200)",O0022835,2
107456,WIM0067234,"Cable Gland, A2F-S-32a -  (HE-1450-0194)",O0022836,2
107457,WIM0067235,"Cable Gland, A2F-S-40(s) -  (HE-1450-0196)",O0022837,2
107458,WIM0067236,"Cable Gland, E1FW-DNEX-32a(s) -  (HE-1450-0185)",O0022838,2
107459,WIM0067237,"Reducer, DARE-M25M20 -  (HE-1450-0201)",O0022839,2
107460,WIM0067238,BEAM CLAMP FOR THREAD ROD'M8 -  (HE-1505-0179),O0022840,2
107461,WIM0067239,BEAM CLAMP FOR THREAD RODM16 -  (HE-1550-0160),O0022841,2
107462,WIM0067240,"CONDUIT BUSHING- MATERIAL : CAST IRON- THREAD : NPT  THREAD4"" -  (HE-1550-0287)",O0022842,2
107463,WIM0067241,"CONDUIT BUSHING- MATERIAL : CAST IRON- THREAD : NPT  THREAD2-1/2"" -  (HE-1550-0285)",O0022843,2
107464,WIM0067242,FIXING SCREW FOR WALL TYPE MOULD- FOR CONCRETE or BRICK WALLM4 x 35L (with M6 Plastic Plug) -  (HE-1505-0172),O0022844,2
107465,WIM0067243,THERMAL WELD POWDER  T - TYPE120  Sqmm - 120 Sqmm -  (HE-1430-0036),O0022845,2
107466,WIM0067244,THERMAL WELD POWDER  T - TYPE120  Sqmm - 70 Sqmm -  (HE-1430-0037),O0022846,2
107467,WIM0067245,THERMAL WELD POWDER  T - TYPE120  Sqmm - 25 Sqmm -  (HE-1430-0038),O0022847,2
107468,WIM0067246,THERMAL WELD POWDER  T - TYPE120  Sqmm - 16 Sqmm -  (HE-1430-0039),O0022848,2
107469,WIM0067247,"THERMOWELD MOLD ""T""  TYPE120  Sqmm - 120 Sqmm -  (HE-1430-0041)",O0022849,2
107470,WIM0067248,"THERMOWELD MOLD ""T""  TYPE120  Sqmm - 70 Sqmm -  (HE-1430-0042)",O0022850,2
107471,WIM0067249,"THERMOWELD MOLD ""T""  TYPE120  Sqmm - 25 Sqmm -  (HE-1430-0043)",O0022851,2
107472,WIM0067250,"THERMOWELD MOLD ""T""  TYPE120  Sqmm - 16 Sqmm -  (HE-1430-0044)",O0022852,2
107473,WIM0067251,Lighting wire 2.5 mm2 green/yellow color -  (HE-1405-0012),O0022853,12
107474,WIM0067252,"COUPLING (For PVC CONDUIT)'M40 (1-1/2"")  -  (HE-1505-0346)",O0022854,2
107475,WIM0067253,COPPER TAPE JUNCTION CONNECTOR- MATERIAL : COPPER ALLOY- TAPE SIZE : 25x3t  (HE-1430-0064),O0022855,2
107476,WIM0067254,COPPER TAPE JUNCTION CONNECTOR- MATERIAL : COPPER ALLOY- TAPE SIZE : 25x3t  (HE-1430-0065),O0022856,2
107477,WIM0067255,COPPER TAPE JUNCTION CONNECTOR- MATERIAL : COPPER ALLOY- TAPE SIZE : 25x3t  (HE-1430-0066),O0022857,2
107478,WIM0067256,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR  (HE-1550-0816)",O0022858,2
107479,WIM0067257,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR (HE-1550-0815)",O0022859,2
107480,WIM0067258,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE1-1/2""  -  (HE-1505-0145)",O0022860,2
107481,WIM0067259,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE3""  -  (HE-1505-0147)",O0022861,2
107482,WIM0067260,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE1-1/4""  -  (HE-1505-0144)",O0022862,2
107483,WIM0067261,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE5""  (TWO HOLE SADDLE) -  (HE-1505-0149)",O0022863,2
107484,WIM0067262,"CONDUIT SADDLE- MATERIAL : HOT DIP GALVANIZED WITH DICASTING- ONE HOLE TYPE6""  (TWO HOLE SADDLE) -  (HE-1505-0150)",O0022864,2
107485,WIM0067263,"Stainless Steel band 4"" for Mount Kit B-4 Banding -  (HE-1440-0037)",O0022865,2
107486,WIM0067264,Power and End Termination Kit  PETK-2 -  (HE-1440-0245),O0022866,2
107487,WIM0067265,"SADDLE- MATERIAL : HOT DIP GALVANIZED- WITH ZINC PLATED ANCHOR SCREW AND PLASTIC PLUG- 1-HOLE3/4"" (22mm) -  (HE-1530-0242)",O0022867,2
107488,WIM0067266,"SADDLE- MATERIAL : HOT DIP GALVANIZED- 1-HOLE 1"" (28mm) -  (HE-1530-0243)",O0022868,2
107489,WIM0067267,"CABLE TIEMATERIAL : STAINLESS STEEL TYPESIZE: (W7.9mm x L520mm.), 1bag = 50ea -  (HE-1550-0699)",O0022869,19
107490,WIM0067268,XP-1 Stanchion (100x100) -  (HE-1530-0262),O0022870,2
107491,WIM0067269," PIN TYPE ( ""Y"" TYPE ) 0,5-1 sqmm  -  (HE-1550-0698)",O0022871,2
107492,WIM0067270,"GROUNDING PLATE- HOT DIP GALVANIZED- WITH 2-HOLE50 x 100 x 6t, 1-HOLE 3/4"", THE OTHER HOLE 11mm DIA. -  (HE-1530-0128)",O0022872,2
107493,WIM0067271,"GROUNDING PLATE- HOT DIP GALVANIZED- WITH 2-HOLE50 x 100 x 6t, 1-HOLE 5/8"", THE OTHER HOLE 11mm DIA. -  (HE-1530-0129)",O0022873,2
107494,WIM0067272,"COPPER TAPE JUNCTION CONNECTOR- MATERIAL : COPPER ALLOY- TAPE SIZE : 25x3t- WITH ZINC PLATED BOLT, NUT, FLAT AND SPRING WASHERS -  (HE-1530-0097)",O0022874,2
107495,WIM0067273,GROUNDING TERMINAL LUG- MATERIAL : TINNED COPPERCONDUCTOR SIZE  70 Sqmm (M8) (HE-1530-0116),O0022875,2
107496,WIM0067274,GROUNDING TERMINAL LUG- MATERIAL : TINNED COPPER - 1 HOLE TYPECONDUCTOR SIZE  70 Sqmm (M6)(HE-1530-0117),O0022876,2
107497,WIM0067275,CHEMICAL ANCHOR BOLT  2-NUT with FLAT & SPING WASHER - Materials : HOT DIP GALVANISE  M12 x 150L  -  (HE-1550-0830),O0022877,8
107498,WIM0067276,CONCRETE EXPANSION ANCHOR BOLTM12 x 100L -  (HE-1505-0319),O0022878,2
107499,WIM0067277,600/1000V TERMINAL LUG  95 sqmm (Hole Size : M12) -  (HE-1550-0759),O0022879,2
107500,WIM0067278,600/1000V TERMINAL LUG 95 sqmm (Hole Size : M12) -  (HE-1550-0760),O0022880,2
107501,WIM0067279,GROUNDING TERMINAL LUG- MATERIAL : TINNED COPPER'CONDUCTOR SIZE  70 Sqmm (M10) -  (HE-1430-0055),O0022881,2
107502,WIM0067280,GROUNDING TERMINAL LUG- MATERIAL : TINNED COPPER'CONDUCTOR SIZE  240 Sqmm (M10) -  (HE-1430-0053),O0022882,2
107503,WIM0067281,"GROUNDING BUS BAR- TINNED COPPER BAR, 50mm x 6mm THK.- 2-HOLE TO BE 14mm DIA. FOR INSTALLATION6-HOLE (500x50x6t) -  (HE-1430-0047)",O0022883,8
107504,WIM0067282,CONCRETE EXPANSION ANCHOR BOLT - MATERIAL : STAINLESS STEEL M12 x 100L -  (HE-1550-0612),O0022884,2
107505,WIM0067283, 3-WAY ROD CLAMP FOR 240mm  (HE-1430-0034),O0022885,8
107506,WIM0067284, 3-WAY ROD CLAMP FOR 120mm (HE-1430-0035),O0022886,8
107507,WIM0067285,"AIR TERMINALBASE- WITH ZINC PLATED BOLT, NUT, FLAT AND SPRING WASHERS  (HE-1530-0100)",O0022887,8
107508,WIM0067286,3-WAY ROD CLAMP FOR 120mm,O0022888,8
107509,WIM0067287,PRE316PBPlug for above receptacles -  (HE-1560-0222),O0022889,2
107510,WIM0067288,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR 10sqmm (JHS225-XX-8)  -  (HE-1550-0731)",O0022890,2
107511,WIM0067289,"FLEXIBLE POLYOLEFIN INSULATION TUBING - SHRINK RATIO : 2:1 - MINIMUM SHIRNK TEMPERATURE : 90℃ - OPERATING TEMPERATURE RANGE : -55℃ TO 125℃ - FLAMMABILITY : UL VW-1, 600V, 125℃, EXECPT CLAR16sqmm (JHS225-XX-10) -  (HE-1550-0732)",O0022891,2
