Asset ID,Parent Asset ID,Asset Description,Asset Number
53527,1238,Lube oil / Liquid,130-PSV-2503
222977,1238,Suction Filter,130-XP-215-TS03
966,1239,Catalyst Slurry Melting Drum Agitator Motor,130-XA-008-M
44217,1239,TRANSMITTER_PRESSURE,130-PT-0883
44424,1239,VIBRATION SWITCH,130-VSH-0008
948,1240,Precoat Drum Agitator Motor,130-XA-046-M
43526,1240,TRANSMITTER_DP LEVEL,130-LT-0881
44240,1240,TRANSMITTER_PRESSURE,130-PT-0879
44425,1240,VIBRATION SWITCH,130-VSH-0046
43168,1242,ANNUBAR,130-FE-1027
43252,1242,TRANSMITTER_DP FLOW,130-FT-0917
43380,1242,SIGHT GLASS,130-SG-1415
43381,1242,SIGHT GLASS,130-SG-1412
44142,1242,PRESSURE GAUGE,130-PG-1421
44143,1242,PRESSURE GAUGE,130-PG-1425
44144,1242,PRESSURE GAUGE,130-PG-1443
44145,1242,PRESSURE GAUGE,130-PG-1440
44146,1242,PRESSURE GAUGE,130-PG-1441
44176,1242,LOCAL INDICATOR,130-PI-0917L
44177,1242,LOCAL INDICATOR,130-SI-1404L
44264,1242,TRANSMITTER_PRESSURE,130-PT-0917
44375,1242,TRANSMITTER_PRESSURE,130-PT-1416
44376,1242,TRANSMITTER PRESSURE,130-PT-1420
44377,1242,TRANSMITTER PRESSURE,130-PT-1423
44378,1242,TRANSMITTER PRESSURE,130-PT-1422
44379,1242,TRANSMITTER PRESSURE,130-PT-1424
44388,1242,TRANSMITTER PRESSURE,130-PT-1417A
44389,1242,TRANSMITTER PRESSURE,130-PT-1417B
44390,1242,TRANSMITTER PRESSURE,130-PT-1417C
44412,1242,MMS KEY PHASOR,130-KT-1420
44415,1242,MMS_SPEED SENSOR,130-SE-1404A
44416,1242,MMS_SPEED SENSOR,130-SE-1404B
44417,1242,MMS_SPEED SENSOR,130-SE-1404C
44418,1242,MMS SPEED SENSOR,130-SE-1405A
44419,1242,MMS SPEED SENSOR,130-SE-1405B
44420,1242,MMS SPEED SENSOR,130-SE-1405C
44509,1242,MMS MACHINE VIBRATION,130-VT-1423
44510,1242,MMS MACHINE VIBRATION,130-VT-1424
44511,1242,MMS MACHINE VIBRATION,130-VT-1425
44512,1242,MMS MACHINE VIBRATION,130-VT-1426
44525,1242,MMS MACHINE VIBRATION,130-ZT-1421
44526,1242,MMS MACHINE VIBRATION,130-ZT-1422
44604,1242,HAND SWITCH_LOCAL,130-HXS-1004L
44657,1242,LOCAL PANEL,130-XA-1401
44818,1242,TEMPERATURE ELEMENT,130-TE-1459
44876,1242,MMS TEMP SENSOR,130-TE-1420
44877,1242,MMS TEMP SENSOR,130-TE-1421
44878,1242,MMS TEMP SENSOR,130-TE-1422
44879,1242,MMS TEMP SENSOR,130-TE-1423
44880,1242,MMS TEMP SENSOR,130-TE-1424
44881,1242,MMS TEMP SENSOR,130-TE-1425
44882,1242,MMS TEMP SENSOR,130-TE-1426
44883,1242,MMS TEMP SENSOR,130-TE-1427
45042,1242,TEMPERATURE GAUGE,130-TG-1414
45043,1242,TEMPERATURE GAUGE,130-TG-1415
45044,1242,TEMPERATURE GAUGE,130-TG-1416
45045,1242,TEMPERATURE GAUGE,130-TG-1417
45079,1242,TRANSMITTER_TEMPERATURE,130-TT-0917
45259,1242,TRANSMITTER_TEMPERATURE,130-TT-1413
45260,1242,TRANSMITTER_TEMPERATURE,130-TT-1418
46384,1242,VALVE LIMIT SWITCH,130-XZSL-1406
46385,1242,VALVE LIMIT SWITCH,130-XZSL-1407
46893,1242,GOVERNING VALVE,130-SY-1404A
46894,1242,GOVERNING VALVE,130-SY-1404B
46896,1242,SOLENOID VALVE,130-XY-1404
46897,1242,SOLENOID VALVE,130-XY-1405
53472,1242,SUPERHEATED STEAM /  GAS,130-PSV-1409
173504,1242,Turbine Valve,130-SV-1404
43253,1243,TRANSMITTER_DP FLOW,130-FT-0916
44175,1243,LOCAL INDICATOR,130-PI-0916L
44263,1243,TRANSMITTER_PRESSURE,130-PT-0916
44618,1243,HAND SWITCH_LOCAL,130-HXS-2004L
45078,1243,TRANSMITTER_TEMPERATURE,130-TT-0916
53516,1243,SUPERHEATED STEAM / GAS,130-PSV-2409
214930,1243,Turbine Valve,130-SV-2404
1233,1325,GAS BOOSTER PUMP,130-CC-214-PX-02A
1234,1325,GAS BOOSTER PUMP,130-CC-214-PX-02B
1243,1325,STEAM TURBINE,130-CC-214-S
1399,1325,LUBE OIL COOLER,130-CC-214-EP-01A
1400,1325,LUBE OIL COOLER,130-CC-214-EP-01B
1429,1325, STORAGE TANK,130-CC-214-TK-02
1430,1325, STORAGE TANK,130-CC-214-TK-01
1467,1325,PRESSURE VESSEL,130-CC-214-VD-03
1468,1325,LUBE OIL ACCUMULATOR,130-CC-214-VD-01A
1469,1325,LUBE OIL ACCUMULATOR,130-CC-214-VD-01B
1470,1325,LUBE OIL ACCUMULATOR,130-CC-214-VD-02
43158,1325,FLOW ELEMENT,130-FE-2026
43190,1325,ROTAMETER,130-FI-0916
43192,1325,ROTAMETER,130-FI-0918
43334,1325,TRANSMITTER_DP FLOW,130-FT-2026A
43335,1325,TRANSMITTER_DP FLOW,130-FT-2026B
43336,1325,TRANSMITTER_DP FLOW,130-FT-2026C
43920,1325,PRESSURE GAUGE,130-PG-0907
43958,1325,PRESSURE GAUGE,130-PG-0923
44351,1325,TRANSMITTER_PRESSURE,130-PT-2095
44502,1325,VIBRATION SWITCH,130-VSHH-2401
45242,1325,TRANSMITTER_TEMPERATURE,130-TT-2077
45243,1325,TRANSMITTER_TEMPERATURE,130-TT-2085
81593,1325,SEAL GAS HEATER,130-CC-214-HE-03
82465,1325,Gland Condenser,130-CC-214-ES-02
82530,1325,Sample Connection,130-SC-224
175781,1325,Antisurge Valve (Control valve),130-FXV-2011
53514,1399,Cooling water /Liquid,130-PSV-2406
53515,1400,Cooling water /Liquid,130-PSV-2407
43383,1406,SIGHT GLASS,130-SG-1501
44164,1406,PRESSURE GAUGE,130-PG-1527
45050,1406,TEMEPRATURE GAUGE,130-TG-1544
53484,1406,CW / LIQUID,130-PSV-1504
43384,1407,SIGHT GLASS,130-SG-1502
44165,1407,PRESSURE GAUGE,130-PG-1528
45051,1407,TEMEPRATURE GAUGE,130-TG-1545
53485,1407,CW / LIQUID,130-PSV-1505
53528,1408,CW / LIQUID,130-PSV-2504
82424,1408,SIGHT GLASS,130-SG-2501
82426,1408,PRESSURE GAUGE,130-PG-2527
82428,1408,TEMEPRATURE GAUGE,130-TG-2544
53529,1409,CW / LIQUID,130-PSV-2505
82425,1409,SIGHT GLASS,130-SG-2502
82427,1409,PRESSURE GAUGE,130-PG-2528
82429,1409,TEMEPRATURE GAUGE,130-TG-2545
43385,1410,SIGHT GLASS,130-SG-1503
45058,1410,TEMEPRATURE GAUGE,130-TG-1550
53490,1410,CW / LIQUID,130-PSV-1510
43386,1411,SIGHT GLASS,130-SG-1504
45059,1411,TEMEPRATURE GAUGE,130-TG-1551
53491,1411,CW / LIQUID,130-PSV-1511
43379,1414,SIGHT GLASS,130-SG-1414
45046,1414,TEMPERATURE GAUGE,130-TG-1436
53473,1414,Cooling water/ Liquid,130-PSV-1410
43087,1415,FLOW ELEMENT,130-FE-0001
43214,1415,TRANSMITTER_DP FLOW,130-FT-0001
43862,1415,PRESSURE GAUGE,130-PG-0007
43863,1415,PRESSURE GAUGE,130-PG-0008
44193,1415,TRANSMITTER_PRESSURE,130-PT-0006A
44194,1415,TRANSMITTER_PRESSURE,130-PT-0006B
44195,1415,TRANSMITTER_PRESSURE,130-PT-0006C
44931,1415,TEMPERATURE GAUGE,130-TG-0002
44932,1415,TEMPERATURE GAUGE,130-TG-0060
45067,1415,TRANSMITTER_TEMPERATURE,130-TT-0001
45068,1415,TRANSMITTER_TEMPERATURE,130-TT-0002
45291,1415,CONTROL VALVE,130-PV-0006A
45292,1415,CONTROL VALVE,130-TV-0001
45380,1415,CONTROL VALVE,130-PV-0006B
53419,1415,Boiler Feed Water(V) / Nitrogen,130-PSV-0002
45064,1416,TRANSMITTER_TEMPERATURE,130-TT-0016
45285,1416,CONTROL VALVE,130-TV-0016
53422,1416,BFW(L) / LIQUID,130-PSV-0017
43403,1417,LEVEL GAUGE,130-LG-0026
43499,1417,TRANSMITTER_DP LEVEL,130-LT-0027
43500,1417,TRANSMITTER_DP LEVEL,130-LT-0028
43855,1417,PRESSURE GAUGE,130-PG-0056
43856,1417,PRESSURE GAUGE,130-PG-0057
44928,1417,TEMPERATURE GAUGE,130-TG-0058
45065,1417,TRANSMITTER_TEMPERATURE,130-TT-0017
53429,1417,Water(L) / LIQUID,130-PSV-0059
43246,1419,TRANSMITTER_DP FLOW,130-FT-0911
43434,1419,LEVEL GAUGE,130-LG-2001
43574,1419,TRANSMITTER_DP LEVEL,130-LT-2002
43575,1419,TRANSMITTER_DP LEVEL,130-LT-2023A
43576,1419,TRANSMITTER_DP LEVEL,130-LT-2023B
43936,1419,PRESSURE GAUGE,130-PG-0921
44028,1419,PRESSURE GAUGE,130-PG-2010
44031,1419,PRESSURE GAUGE,130-PG-2090
45357,1419,CONTROL VALVE,130-LV-2002
1171,1422,REACTOR CLEANING WATER PUMP,130-PC-001
43422,1422,LEVEL GAUGE,130-LG-0090
43960,1422,PRESSURE GAUGE,130-PG-0012
43615,1426,TRANSMITTER_DP LEVEL,130-LT-1406
1102,1427,LUBE OIL HEATER,130-CC-114-HE-01A
1103,1427,LUBE OIL HEATER,130-CC-114-HE-01B
1227,1427,LUBE OIL PUMP,130-CC-114-PX-01A
1228,1427,LUBE OIL PUMP,130-CC-114-PX-01B
43395,1427,BEACON,130-LAH-0404L
43396,1427,HORN,130-LAH-0404LA
43452,1427,LEVEL GAUGE,130-LG-1405
43614,1427,TRANSMITTER_DP LEVEL,130-LT-1404
45037,1427,TEMPERATURE GAUGE,130-TG-1406
45257,1427,TRANSMITTER_TEMPERATURE,130-TT-1405
45739,1427,PRESS REGULATING VALVE,130-PCV-1405
1104,1430,LUBE OIL HEATER,130-CC-214-HE-01A
1105,1430,LUBE OIL HEATER,130-CC-214-HE-01B
1229,1430,LUBE OIL PUMP,130-CC-214-PX-01A
1230,1430,LUBE OIL PUMP,130-CC-214-PX-01B
1172,1434,WAX FILTER FEED PUMP,130-PC-005A
1173,1434,WAX FILTER FEED PUMP,130-PC-005B
1224,1434,VENT CONDENSATE PUMP,130-PR-015A
1225,1434,VENT CONDENSATE PUMP,130-PR-015B
43404,1434,LEVEL GAUGE,130-LG-0001A
43405,1434,LEVEL GAUGE,130-LG-0001B
43406,1434,LEVEL GAUGE,130-LG-0001C
43407,1434,LEVEL GAUGE,130-LG-0001D
43501,1434,TRANSMITTER_DP LEVEL,130-LT-0002A
43502,1434,TRANSMITTER_DP LEVEL,130-LT-0002B
43503,1434,TRANSMITTER_DP LEVEL,130-LT-0002C
43762,1434,PRESSURE GAUGE,130-PG-0981
43859,1434,PRESSURE GAUGE,130-PG-0001
44190,1434,TRANSMITTER_PRESSURE,130-PT-0003
44929,1434,TEMPERATURE GAUGE,130-TG-0031
45066,1434,TRANSMITTER_TEMPERATURE,130-TT-0004
45426,1434,ON-OFF VALVE,130-XV-0001
45427,1434,ON-OFF VALVE,130-XV-0033
45428,1434,ON-OFF VALVE,130-XV-0035C
53437,1434,Steam(V) / Nitrogen,130-PSV-0072A
53438,1434,Steam(V) / Nitrogen,130-PSV-0072B
53439,1434,Steam(V) / Nitrogen,130-PSV-0072C
82515,1434,Sample Connection,130-SC-001
43416,1435,LEVEL GAUGE,130-LG-0016
43537,1435,TRANSMITTER_DP LEVEL,130-LT-0017
43538,1435,TRANSMITTER_DP LEVEL,130-LT-0059
43902,1435,PRESSURE GAUGE,130-PG-0048
43903,1435,PRESSURE GAUGE,130-PG-0055
43904,1435,PRESSURE GAUGE,130-PG-0124
44970,1435,TEMPERATURE GAUGE,130-TG-0014
45333,1435,CONTROL VALVE,130-LV-0017
45535,1435,ON-OFF VALVE,130-XV-1012
45536,1435,ON-OFF VALVE,130-XV-2012
53420,1435,Steam(S) / GAS,130-PSV-0012
1174,1436,WAXY FLARE KO DRUM PUMPS,130-PC-006A
1175,1436,WAXY FLARE KO DRUM PUMPS,130-PC-006B
43100,1436,FLOW ELEMENT,130-FE-0010
43181,1436,ROTAMETER,130-FI-0008
43242,1436,TRANSMITTER_DP FLOW,130-FT-0010
43417,1436,LEVEL GAUGE,130-LG-0005A
43418,1436,LEVEL GAUGE,130-LG-0005B
43419,1436,LEVEL GAUGE,130-LG-0005C
43420,1436,LEVEL GAUGE,130-LG-0005D
43539,1436,TRANSMITTER_DP LEVEL,130-LT-0006
43540,1436,TRANSMITTER_DP LEVEL,130-LT-0021A
43541,1436,TRANSMITTER_DP LEVEL,130-LT-0021B
43542,1436,TRANSMITTER_DP LEVEL,130-LT-0058A
43543,1436,TRANSMITTER_DP LEVEL,130-LT-0058B
43765,1436,PRESSURE GAUGE,130-PG-0984
43907,1436,PRESSURE GAUGE,130-PG-0023
44258,1436,TRANSMITTER_PRESSURE,130-PT-0010
44971,1436,TEMPERATURE GAUGE,130-TG-0036
45076,1436,TRANSMITTER_TEMPERATURE,130-TT-0007
53440,1436,Hydrocarbon(V) / GAS,130-PSV-0073
82519,1436,Sample Connection,130-SC-021
1178,1437,MP CONDENSATE PUMPS,130-PC-009A
1179,1437,MP CONDENSATE PUMPS,130-PC-009B
43414,1437,LEVEL GAUGE,130-LG-0014A
43415,1437,LEVEL GAUGE,130-LG-0014B
43534,1437,TRANSMITTER_DP LEVEL,130-LT-0015A
43535,1437,TRANSMITTER_DP LEVEL,130-LT-0015B
43536,1437,TRANSMITTER_DP LEVEL,130-LT-0015C
43894,1437,PRESSURE GAUGE,130-PG-0015
43895,1437,PRESSURE GAUGE,130-PG-0049
43899,1437,PRESSURE GAUGE,130-PG-0059
43900,1437,PRESSURE GAUGE,130-PG-0060
43901,1437,PRESSURE GAUGE,130-PG-0061
43931,1437,PRESSURE GAUGE,130-PG-0914
44968,1437,TEMPERATURE GAUGE,130-TG-0035
45075,1437,TRANSMITTER_TEMPERATURE,130-TT-0090
45330,1437,CONTROL VALVE,130-HV-0090
45331,1437,CONTROL VALVE,130-HV-0091
45332,1437,CONTROL VALVE,130-LV-0015
45533,1437,ON-OFF VALVE,130-XV-1052
45534,1437,ON-OFF VALVE,130-XV-2052
53423,1437,LP Steam(V) / GAS,130-PSV-0023
82518,1437,Sample Connection,130-SC-020
1176,1438,WAX FLUSH PUMPS,130-PC-007A
1177,1438,WAX FLUSH PUMPS,130-PC-007B
1182,1438,PRODUCT WAX PUMPS,130-PC-012A
1183,1438,PRODUCT WAX PUMPS,130-PC-012B
43408,1438,LEVEL GAUGE,130-LG-0004A
43409,1438,LEVEL GAUGE,130-LG-0004B
43410,1438,LEVEL GAUGE,130-LG-0004C
43411,1438,LEVEL GAUGE,130-LG-0004D
43510,1438,TRANSMITTER_DP LEVEL,130-LT-0007A
43511,1438,TRANSMITTER_DP LEVEL,130-LT-0007B
43512,1438,TRANSMITTER_DP LEVEL,130-LT-0007C
43763,1438,PRESSURE GAUGE,130-PG-0982
43867,1438,PRESSURE GAUGE,130-PG-0024
44935,1438,TEMPERATURE GAUGE,130-TG-0032
45070,1438,TRANSMITTER_TEMPERATURE,130-TT-0019
45300,1438,CONTROL VALVE,130-PV-0022A
45301,1438,CONTROL VALVE,130-PV-0022B
45438,1438,ON-OFF VALVE,130-XV-0002
45439,1438,ON-OFF VALVE,130-XV-0003
45440,1438,ON-OFF VALVE,130-XV-0009
53444,1438,Wax(L) / LIQUID,130-PSV-0088A
53445,1438,Wax(L) / LIQUID,130-PSV-0088B
81680,1438,TRANSMITTER_PRESSURE,130-PT-0022
82516,1438,Sample Connection,130-SC-002
43367,1439,SIGHT GLASS,130-SG-0003
43413,1439,LEVEL GAUGE,130-LG-0008
43892,1439,PRESSURE GAUGE,130-PG-0034
44174,1439,LOCAL INDICATOR,130-PI-0009L
44257,1439,TRANSMITTER_PRESSURE,130-PT-0009
44966,1439,TEMPERATURE GAUGE,130-TG-0033
44967,1439,TEMPERATURE GAUGE,130-TG-0034
45329,1439,CONTROL VALVE,130-PV-0097B
43368,1440,SIGHT GLASS,130-SG-0004
43412,1440,LEVEL GAUGE,130-LG-0006
43533,1440,TRANSMITTER_DP LEVEL,130-LT-0005
43893,1440,PRESSURE GAUGE,130-PG-0035
45532,1440,ON-OFF VALVE,130-XV-0005
1240,1441,PRECOAT DRUM AGITATOR,130-XA-046
43465,1441,LOCAL INDICATOR,130-LI-0081L
43523,1441,TRANSMITTER_DP LEVEL,130-LT-0081A
43524,1441,TRANSMITTER_DP LEVEL,130-LT-0081B
43525,1441,TRANSMITTER_DP LEVEL,130-LT-0081C
43764,1441,PRESSURE GAUGE,130-PG-0983
43882,1441,PRESSURE GAUGE,130-PG-0086
43883,1441,PRESSURE GAUGE,130-PG-0095
44236,1441,TRANSMITTER_PRESSURE,130-PT-0065A
44237,1441,TRANSMITTER_PRESSURE,130-PT-0065B
44238,1441,TRANSMITTER_PRESSURE,130-PT-0083
44239,1441,TRANSMITTER_PRESSURE,130-PT-0097
44575,1441,HAND SWITCH_LOCAL,130-HXS-0013L
44576,1441,HAND SWITCH_LOCAL,130-HXS-0046L
44956,1441,TEMPERATURE GAUGE,130-TG-0087
45074,1441,TRANSMITTER_TEMPERATURE,130-TT-0081
45315,1441,CONTROL VALVE,130-PV-0097A
45461,1441,ON-OFF VALVE,130-KV-0086
45462,1441,ON-OFF VALVE,130-XV-0019
45463,1441,ON-OFF VALVE,130-XV-0045
45464,1441,ON-OFF VALVE,130-XV-0085
45465,1441,ON-OFF VALVE,130-XV-0093
53432,1441,Wax(V) / GAS,130-PSV-0067A
53433,1441,Wax(V) / GAS,130-PSV-0067B
82517,1441,Sample Connection,130-SC-018
170974,1441,PRECOAT PUMP,130-PC-032A
170975,1441,PRECOAT PUMP,130-PC-032B
1189,1443,WAX REFLUX PUMPS,130-PC-102A
1191,1443,WAX REFLUX PUMPS,130-PC-202A
1192,1443,WAX REFLUX PUMPS,130-PC-202B
43307,1443,FLOWMETER_CORIOLIS ,130-FT-2013
43436,1443,LEVEL GAUGE,130-LG-2005A
43437,1443,LEVEL GAUGE,130-LG-2005B
43438,1443,LEVEL GAUGE,130-LG-2005C
43580,1443,TRANSMITTER_DP LEVEL,130-LT-2006A
43581,1443,TRANSMITTER_DP LEVEL,130-LT-2006B
43582,1443,TRANSMITTER_DP LEVEL,130-LT-2006C
43736,1443,TRANSMITTER_DP ,130-PDT-2104
44333,1443,TRANSMITTER_PRESSURE,130-PT-2072A
44334,1443,TRANSMITTER_PRESSURE,130-PT-2072B
44335,1443,TRANSMITTER_PRESSURE,130-PT-2072C
44615,1443,HAND SWITCH_LOCAL,130-HXS-2080L
45007,1443,TEMPERATURE GAUGE,130-TG-2061
45231,1443,TRANSMITTER_TEMPERATURE,130-TT-2043
45290,1443,CONTROL VALVE,130-FXV-2013
45362,1443,CONTROL VALVE,130-FV-2014
45363,1443,CONTROL VALVE,130-PDV-2073A
45364,1443,CONTROL VALVE,130-PDV-2073B
45365,1443,CONTROL VALVE,130-PDV-2073C
45366,1443,CONTROL VALVE,130-FV-2012
45692,1443,ON-OFF VALVE,130-XV-2024
45693,1443,ON-OFF VALVE,130-XV-2067
45694,1443,ON-OFF VALVE,130-XV-2068
53500,1443,Syn Gas(V) / GAS,130-PSV-2074A
53501,1443,Syn Gas(V) / GAS,130-PSV-2074B
82510,1443,Sample Connection,130-SC-230
82532,1443,Sample Connection,130-SC-231
43249,1445,TRANSMITTER_DP FLOW,130-FT-0914
43312,1445,TRANSMITTER_DP FLOW,130-FT-2006
43313,1445,TRANSMITTER_DP FLOW,130-FT-2015
43439,1445,LEVEL GAUGE,130-LG-2020
43474,1445,LOCAL INDICATOR,130-LI-2008L
43583,1445,TRANSMITTER_DP LEVEL,130-LT-2008
43796,1445,PRESSURE GAUGE,130-PG-0962
44068,1445,PRESSURE GAUGE,130-PG-2074
44069,1445,PRESSURE GAUGE,130-PG-2081
44338,1445,TRANSMITTER_PRESSURE,130-PT-2078A
44339,1445,TRANSMITTER_PRESSURE,130-PT-2078B
44340,1445,TRANSMITTER_PRESSURE,130-PT-2078C
45010,1445,TEMPERATURE GAUGE,130-TG-2062
45232,1445,TRANSMITTER_TEMPERATURE,130-TT-2044
45367,1445,CONTROL VALVE,130-PDV-2079A
45368,1445,CONTROL VALVE,130-PDV-2079B
45697,1445,ON-OFF VALVE,130-XV-2021
45698,1445,ON-OFF VALVE,130-XV-2082
53502,1445,Nitrogen(V) / GAS,130-PSV-2080A
53503,1445,Nitrogen(V) / GAS,130-PSV-2080B
1195,1447,HC CONDENSATE RECYCLE PUMP,130-PC-203A
1196,1447,HC CONDENSATE RECYCLE PUMP,130-PC-203B
43183,1447,ROTAMETER,130-FI-0914
43184,1447,ROTAMETER,130-FI-0901
43187,1447,ROTAMETER,130-FI-0910
43327,1447,TRANSMITTER_DP FLOW,130-FT-2005
43328,1447,FLOWMETER_CORIOLIS ,130-FT-2023
43329,1447,TRANSMITTER_DP FLOW,130-FT-2024
43330,1447,TRANSMITTER_DP FLOW,130-FT-2049
43371,1447,SIGHT GLASS,130-SG-2071
43444,1447,LEVEL GAUGE,130-LG-2015
43445,1447,LEVEL GAUGE,130-LG-2017
43475,1447,LOCAL INDICATOR,130-LI-2016L
43476,1447,LOCAL INDICATOR,130-LI-2018L
43588,1447,TRANSMITTER_DP LEVEL,130-LT-2016A
43589,1447,TRANSMITTER_DP LEVEL,130-LT-2016B
43590,1447,TRANSMITTER_DP LEVEL,130-LT-2016C
43591,1447,LEVEL TRANSMITTER_GWR,130-LT-2018A
43592,1447,LEVEL TRANSMITTER_GWR,130-LT-2018B
43593,1447,LEVEL TRANSMITTER_GWR,130-LT-2018C
43737,1447,TRANSMITTER_DP ,130-PDT-2068
43954,1447,PRESSURE GAUGE,130-PG-0948
44020,1447,PRESSURE GAUGE,130-PG-2002
44080,1447,PRESSURE GAUGE,130-PG-2011
44081,1447,PRESSURE GAUGE,130-PG-2012
44082,1447,PRESSURE GAUGE,130-PG-2099
44346,1447,TRANSMITTER_PRESSURE,130-PT-2090A
44347,1447,TRANSMITTER_PRESSURE,130-PT-2090B
44348,1447,TRANSMITTER_PRESSURE,130-PT-2090C
44617,1447,HAND SWITCH_LOCAL,130-HXS-2084L
45014,1447,TEMPERATURE GAUGE,130-TG-2063
45241,1447,TRANSMITTER_TEMPERATURE,130-TT-2071
45374,1447,CONTROL VALVE,130-PXV-2090A
45375,1447,CONTROL VALVE,130-PV-2090B
45377,1447,CONTROL VALVE,130-FV-2023
45378,1447,CONTROL VALVE,130-FV-2024
45704,1447,ON-OFF VALVE,130-XV-2026
45705,1447,ON-OFF VALVE,130-XV-2070
45706,1447,ON-OFF VALVE,130-XV-2071A
45707,1447,ON-OFF VALVE,130-XV-2071B
45708,1447,ON-OFF VALVE,130-XV-2072
45709,1447,ON-OFF VALVE,130-XV-2079
53507,1447,Syn Gas(V) / GAS,130-PSV-2089A
53508,1447,Syn Gas(V) / GAS,130-PSV-2089B
53509,1447,Syn Gas(V) / GAS,130-PSV-2089C
81288,1447,Sample Connection,135-SC-008
82535,1447,Sample Connection,130-SC-233
1200,1449,BFW CIRCULATION PUMP,130-PC-208A
1201,1449,BFW CIRCULATION PUMP,130-PC-208B
1202,1449,BFW CIRCULATION PUMP,130-PC-208C
43064,1449,ANALYZER,130-AT-2003
43151,1449,FLOW ELEMENT,130-FE-2021
43173,1449,FLOW GAUGE (Orifice),130-FG-2030
43197,1449,LOCAL INDICATOR,130-FI-2020L
43314,1449,TRANSMITTER_DP FLOW,130-FT-2020
43315,1449,TRANSMITTER_DP FLOW,130-FT-2021A
43316,1449,TRANSMITTER_DP FLOW,130-FT-2021B
43317,1449,TRANSMITTER_DP FLOW,130-FT-2021C
43318,1449,TRANSMITTER_DP FLOW,130-FT-2048A
43319,1449,TRANSMITTER_DP FLOW,130-FT-2048B
43320,1449,TRANSMITTER_DP FLOW,130-FT-2048C
43322,1449,TRANSMITTER_DP FLOW,130-FT-2017
43323,1449,TRANSMITTER_DP FLOW,130-FT-2019A
43324,1449,TRANSMITTER_DP FLOW,130-FT-2019B
43325,1449,TRANSMITTER_DP FLOW,130-FT-2019C
43440,1449,LEVEL GAUGE,130-LG-2009A
43441,1449,LEVEL GAUGE,130-LG-2009B
43442,1449,LEVEL GAUGE,130-LG-2011A
43443,1449,LEVEL GAUGE,130-LG-2011B
43584,1449,TRANSMITTER_DP LEVEL,130-LT-2010A
43585,1449,TRANSMITTER_DP LEVEL,130-LT-2010B
43586,1449,TRANSMITTER_DP LEVEL,130-LT-2010C
43587,1449,TRANSMITTER_DP LEVEL,130-LT-2012
43944,1449,PRESSURE GAUGE,130-PG-0935
44070,1449,PRESSURE GAUGE,130-PG-2056
44071,1449,PRESSURE GAUGE,130-PG-2058
44072,1449,PRESSURE GAUGE,130-PG-2080
44073,1449,PRESSURE GAUGE,130-PG-2082
44074,1449,PRESSURE GAUGE,130-PG-2085
44341,1449,TRANSMITTER_PRESSURE,130-PT-2083A
44342,1449,TRANSMITTER_PRESSURE,130-PT-2083B
44343,1449,TRANSMITTER_PRESSURE,130-PT-2083C
44924,1449,LOCAL INDICATOR,130-TI-2049L
45011,1449,TEMPERATURE GAUGE,130-TG-2015
45233,1449,TRANSMITTER_TEMPERATURE,130-TT-2045A
45234,1449,TRANSMITTER_TEMPERATURE,130-TT-2045B
45235,1449,TRANSMITTER_TEMPERATURE,130-TT-2045C
45236,1449,TRANSMITTER_TEMPERATURE,130-TT-2049
45237,1449,TRANSMITTER_TEMPERATURE,130-TT-2075
45369,1449,CONTROL VALVE,130-FV-2021B
45370,1449,CONTROL VALVE,130-FXV-2021C
45371,1449,CONTROL VALVE,130-FV-2028
45372,1449,CONTROL VALVE,130-LV-2010A
45373,1449,CONTROL VALVE,130-FV-2017
45699,1449,ON-OFF VALVE,130-XV-2025
45700,1449,ON-OFF VALVE,130-XV-2078A
45701,1449,ON-OFF VALVE,130-XV-2078B
45702,1449,ON-OFF VALVE,130-XV-2083A
45703,1449,ON-OFF VALVE,130-XV-2083B
53504,1449,Steam(V) / Nitrogen,130-PSV-2084A
53505,1449,Steam(V) / Nitrogen,130-PSV-2084B
53506,1449,Steam(V) / Nitrogen,130-PSV-2084C
82533,1449,Sample Connection,130-SC-232
210544,1449,Train 2 Analyzer Rack,130-A-RCK-2001
1186,1452,WAX DRAIN DRUM PUMP,130-PC-040
43369,1452,SIGHT GLASS,130-SG-0917
43421,1452,LEVEL GAUGE,130-LG-0056
43468,1452,LOCAL INDICATOR,130-LI-0057L
43548,1452,TRANSMITTER_DP LEVEL,130-LT-0055
43549,1452,TRANSMITTER_DP LEVEL,130-LT-0057
43910,1452,PRESSURE GAUGE,130-PG-0009
43912,1452,PRESSURE GAUGE,130-PG-0047
44261,1452,TRANSMITTER_PRESSURE,130-PT-0046
44775,1452,LAMP_LOCAL,130-LAH-0057L
44973,1452,TEMPERATURE GAUGE,130-TG-0040
44974,1452,TEMPERATURE GAUGE,130-TG-0052
45077,1452,TRANSMITTER_TEMPERATURE,130-TT-0020
45537,1452,ON-OFF VALVE,130-XV-0040
53426,1452,Wax(V) / GAS,130-PSV-0040
53427,1452,Wax(V) / GAS,130-PSV-0041
43454,1455,LEVEL GAUGE,130-LG-1501
45269,1455,TRANSMITTER TEMPERATURE,130-TT-1501
43455,1456,LEVEL GAUGE,130-LG-1502
45270,1456,TRANSMITTER TEMPERATURE,130-TT-1502
45271,1457,TRANSMITTER TEMPERATURE,130-TT-1503
45273,1457,TRANSMITTER TEMPERATURE,130-TT-1505
